1329557930 1 0 0 0 0
1329558327 2 0 0 0 0
1329559755 3 0 0 0 0
1329560318 3 0 1 0 0
1329560949 4 0 1 0 0
1329561525 4 1 1 0 0
1329566704 4 2 1 0 0
1329568450 4 3 1 0 0
1329569180 4 3 2 0 0
1329569199 4 3 3 0 0
1329569377 4 3 4 0 0
1329569686 5 3 4 0 0
1329569828 6 3 4 0 0
1329569892 7 3 4 0 0
1329570992 7 3 5 0 0
1329571026 7 3 6 0 0
1329571100 7 4 6 0 0
1329571132 7 5 6 0 0
1329571350 8 5 6 0 0
1329571505 9 5 6 0 0
1329572464 9 6 6 0 0
1329572559 9 7 6 0 0
1329573504 9 7 7 0 0
1329573520 9 7 8 0 0
1329573597 9 8 8 0 0
1329573609 9 9 8 0 0
1329574218 9 9 9 0 0
1329574249 9 10 9 0 0
1329574277 9 11 9 0 0
1329574329 10 11 9 0 0
1329574485 11 11 9 0 0
1329574577 11 12 9 0 0
1329574954 12 12 9 0 0
1329574995 13 12 9 0 0
1329575005 13 12 10 0 0
1329575006 13 13 10 0 0
1329575016 13 14 10 0 0
1329575020 13 14 11 0 0
1329575253 13 14 12 0 0
1329575662 13 14 13 0 0
1329575912 13 14 14 0 0
1329575998 13 15 14 0 0
1329576006 13 16 14 0 0
1329576250 14 16 14 0 0
1329576267 15 16 14 0 0
1329576273 16 16 14 0 0
1329576372 17 16 14 0 0
1329576504 17 17 14 0 0
1329576518 17 18 14 0 0
1329576585 18 18 14 0 0
1329576593 19 18 14 0 0
1329577016 19 19 14 0 0
1329577024 19 20 14 0 0
1329577226 19 20 15 0 0
1329577317 20 20 15 0 0
1329577327 21 20 15 0 0
1329577394 21 21 15 0 0
1329577411 21 22 15 0 0
1329577578 21 22 16 0 0
1329577599 21 22 17 0 0
1329577620 21 23 17 0 0
1329577683 22 23 17 0 0
1329577774 22 24 17 0 0
1329578361 22 25 17 0 0
1329578421 23 25 17 0 0
1329578423 23 25 18 0 0
1329578455 24 25 18 0 0
1329578694 24 25 19 0 0
1329579415 24 25 20 0 0
1329579458 24 26 20 0 0
1329579466 24 27 20 0 0
1329580475 24 28 20 0 0
1329580497 24 28 21 0 0
1329580503 24 29 21 0 0
1329581205 24 30 21 0 0
1329581945 24 30 22 0 0
1329582058 24 31 22 0 0
1329582072 24 32 22 0 0
1329582369 24 32 23 0 0
1329582372 24 33 23 0 0
1329582380 24 34 23 0 0
1329582553 24 34 24 0 0
1329582559 24 35 24 0 0
1329582735 24 35 25 0 0
1329582764 24 36 25 0 0
1329582947 24 36 26 0 0
1329582950 24 37 26 0 0
1329583372 24 37 27 0 0
1329583631 24 37 28 0 0
1329584696 25 37 28 0 0
1329584938 26 37 28 0 0
1329584958 26 38 28 0 0
1329585061 26 39 28 0 0
1329585135 26 40 28 0 0
1329585184 26 40 29 0 0
1329585201 26 40 30 0 0
1329585682 26 40 31 0 0
1329585735 26 41 31 0 0
1329585742 26 42 31 0 0
1329585833 27 42 31 0 0
1329585846 28 42 31 0 0
1329585890 28 43 31 0 0
1329586446 28 43 32 0 0
1329586492 28 43 33 0 0
1329586822 28 44 33 0 0
1329586826 28 44 34 0 0
1329586829 29 44 34 0 0
1329586837 29 45 34 0 0
1329586838 30 45 34 0 0
1329586914 30 46 34 0 0
1329587010 30 46 35 0 0
1329587027 30 46 36 0 0
1329587190 31 46 36 0 0
1329587202 32 46 36 0 0
1329587758 33 46 36 0 0
1329587783 33 47 36 0 0
1329587791 33 48 36 0 0
1329589866 34 48 36 0 0
1329589872 34 49 36 0 0
1329589905 35 49 36 0 0
1329589921 35 50 36 0 0
1329590186 35 51 36 0 0
1329641347 36 51 36 0 0
1329642171 37 51 36 0 0
1329642538 38 51 36 0 0
1329644888 38 51 37 0 0
1329644917 38 51 38 0 0
1329645946 38 51 39 0 0
1329645976 38 51 40 0 0
1329646836 38 51 41 0 0
1329647051 39 51 41 0 0
1329647066 40 51 41 0 0
1329647224 41 51 41 0 0
1329647711 41 51 42 0 0
1329648041 41 51 43 0 0
1329648150 42 51 43 0 0
1329648287 43 51 43 0 0
1329650697 44 51 43 0 0
1329650788 44 52 43 0 0
1329650943 45 52 43 0 0
1329651208 45 52 43 1 0
1329651269 45 52 43 2 0
1329652019 46 52 43 2 0
1329652169 46 52 43 3 0
1329652178 47 52 43 3 0
1329652632 47 52 43 4 0
1329655888 48 52 43 4 0
1329655890 48 52 43 5 0
1329655912 48 52 43 6 0
1329656931 48 52 44 6 0
1329656983 49 52 44 6 0
1329656989 50 52 44 6 0
1329657741 50 52 44 6 1
1329657747 50 52 44 6 2
1329658540 50 52 44 6 3
1329658778 50 52 45 6 3
1329658806 50 52 46 6 3
1329658943 51 52 46 6 3
1329658957 52 52 46 6 3
1329659738 53 52 46 6 3
1329659779 53 52 46 7 3
1329659883 53 52 46 8 3
1329661049 54 52 46 8 3
1329661488 54 52 47 8 3
1329661639 55 52 47 8 3
1329661659 56 52 47 8 3
1329662466 57 52 47 8 3
1329662833 58 52 47 8 3
1329662890 59 52 47 8 3
1329662971 59 52 48 8 3
1329663151 60 52 48 8 3
1329663355 61 52 48 8 3
1329663576 61 52 49 8 3
1329663642 62 52 49 8 3
1329666145 63 52 49 8 3
1329667125 63 52 50 8 3
1329669671 63 52 50 8 4
1329669779 63 52 50 8 5
1329670173 63 52 50 8 6
