1329557930 0 0 237
1329558327 0 0 399
1329559755 0 0 401
1329560318 0 1 401
1329560949 0 1 401
1329561525 1 1 401
1329566704 2 1 401
1329568450 158 1 401
1329569180 158 1 401
1329569199 158 1 401
1329569377 158 1 401
1329569686 158 1 727
1329569828 158 1 727
1329569892 158 1 728
1329570992 158 1 728
1329571026 158 1 728
1329571100 216 1 728
1329571132 216 1 728
1329571350 216 1 782
1329571505 216 1 782
1329572464 251 1 782
1329572559 251 1 782
1329573504 251 1 782
1329573520 251 1 782
1329573597 265 1 782
1329573609 265 1 782
1329574218 265 1 782
1329574249 285 1 782
1329574277 285 1 782
1329574329 285 1 1098
1329574485 285 1 1098
1329574577 286 1 1098
1329574954 286 1 1117
1329574995 286 1 1117
1329575005 286 1 1117
1329575006 300 1 1117
1329575016 300 1 1117
1329575020 300 1 1117
1329575253 300 1 1117
1329575662 300 1 1117
1329575912 300 1 1117
1329575998 361 1 1117
1329576006 361 1 1117
1329576250 361 1 1137
1329576267 361 1 1137
1329576273 361 1 1137
1329576372 361 1 1140
1329576504 372 1 1140
1329576518 372 1 1140
1329576585 372 1 1141
1329576593 372 1 1141
1329577016 397 1 1141
1329577024 397 1 1141
1329577226 397 1 1141
1329577317 397 1 1143
1329577327 397 1 1143
1329577394 436 1 1143
1329577411 436 1 1143
1329577578 436 1 1143
1329577599 436 1 1143
1329577620 436 1 1143
1329577683 436 1 1144
1329577774 436 1 1144
1329578361 504 1 1144
1329578421 504 1 1169
1329578423 504 1 1169
1329578455 504 1 1169
1329578694 504 1 1169
1329579415 504 1 1169
1329579458 544 1 1169
1329579466 544 1 1169
1329580475 552 1 1169
1329580497 552 1 1169
1329580503 552 1 1169
1329581205 581 1 1169
1329581945 581 1 1169
1329582058 607 1 1169
1329582072 607 1 1169
1329582369 607 1 1169
1329582372 623 1 1169
1329582380 623 1 1169
1329582553 623 1 1169
1329582559 623 1 1169
1329582735 623 1 1169
1329582764 623 1 1169
1329582947 623 1 1169
1329582950 623 1 1169
1329583372 623 1 1169
1329583631 623 1 1169
1329584696 623 1 1419
1329584938 623 1 1419
1329584958 661 1 1419
1329585061 661 1 1419
1329585135 665 1 1419
1329585184 665 1 1419
1329585201 665 1 1419
1329585682 665 1 1419
1329585735 718 1 1419
1329585742 718 1 1419
1329585833 718 1 1578
1329585846 718 1 1578
1329585890 718 1 1578
1329586446 718 1 1578
1329586492 718 1 1578
1329586822 740 1 1578
1329586826 740 1 1578
1329586829 740 1 1590
1329586837 740 1 1590
1329586838 740 1 1590
1329586914 740 1 1590
1329587010 740 1 1590
1329587027 740 1 1590
1329587190 740 1 1608
1329587202 740 1 1608
1329587758 740 1 1626
1329587783 741 1 1626
1329587791 741 1 1626
1329589866 741 1 1737
1329589872 746 1 1737
1329589905 746 1 1737
1329589921 746 1 1737
1329590186 747 1 1737
1329641347 747 1 1741
